source, target
Quy tắc: * X Z = Y | X Z = Y * | = Z Y * X | Y * X = Z | Kết quả: kiwi blackberry = nho *, X Z = Y *
Quy tắc: + * = Z | + * = Z | * Z + = | = Z + * Z | Kết quả: = kiwi + * kiwi, = Z + * Z
Quy tắc: X - = Y | - X Y = | - Y X = | - = Y X | Kết quả: - = cò kiwi kiwi nho, - = Y X
Quy tắc: - Z X - | Z X - Z - | - X - Z | - X Z - | Kết quả: đại bàng cá mập đại bàng dưa hấu - cá mập đại bàng -, Z X - Z -
Quy tắc: - Y + Z | + Z Y - | + Y Z - | + - Y Z | Kết quả: + cá mập trâu ngựa -, + Z Y -
Quy tắc: Y = + - Z | + Z = Y - | + = Y Z Y - | + Z Y - = | Kết quả: + = ngựa dâu đen ngựa -, + = Y Z Y -
Quy tắc: X = Y - Z | Y X - = Z | Z - X Y = | Z = - X Y | Kết quả: chim cánh cụt chuột - = cá voi, Y X - = Z
Quy tắc: X * X - = X | = * - X | * = X - | - X = * | Kết quả: cá mập hải cẩu * cá mập hải cẩu - = cá mập hải cẩu, X * X - = X
Quy tắc: * Z - Y * | Z * Y - * | * Y * Z - | Y - Z * * | Kết quả: * cá mập - táo *, * Z - Y *
Quy tắc: * Z = | = Z * Z | = * Z | Z = * | Kết quả: = kiwi * kiwi, = Z * Z
Quy tắc: X - Z Y * | * X - Y Z | Y - Z * X | Z * - X Y | Kết quả: rắn hổ mang - sư tử ngựa blackberry *, X - Z Y *
Quy tắc: X = Y + Z | Z = Y + X | X Y = + Z | + Z Y X = | Kết quả: táo dâu = + rắn hổ mang, X Y = + Z
Quy tắc: Z X - - - | X - Z - - | Z X - - - - X | - - Z - X | Kết quả: việt quất việt quất - chim cánh cụt chuối - -, X - Z - -
Quy tắc: Z = * Y = | * = Y Z = Y | = Z Y * = | * Z Y = = | Kết quả: * = táo nho = táo, * = Y Z = Y
Quy tắc: + + Y | + Y + | Y + | Y + | Y + Y | Kết quả: rắn hổ mang kiwi + + rắn hổ mang kiwi, Y + + Y
Quy tắc: Y - X = * Y | = Y X - * | Y - = * X | = * X Y - | Kết quả: trâu - rắn hổ mang dâu = * trâu, Y - X = * Y
Quy tắc: - Z = | = - Z Z | Z - = | Z - = | Kết quả: = - ngựa, = - Z Z
Quy tắc: Z = = + X | = + Z X = | + Z = X | = = + X Z | Kết quả: + cá mập = = kiwi trâu, + Z = X
Quy tắc: Y * + Z | Z + Y * Z | Y * + Z | Z +* Y | Kết quả: cá voi + lê ngựa* cá voi, Z + Y * Z
Quy tắc: + * X Y | Y * + X | X + * Y | Y * X + | Kết quả: + * nho dưa hấu dâu đen trâu, + * X Y
Quy tắc: - = Z + | Z Z + = - | + = Z - | - + = Z | Kết quả: rắn hổ mang rắn hổ mang + = -, Z Z + = -
Quy tắc: X - Y Z * - | Y X - * - Z | Z - Y - * X | X Z - Y * - | Kết quả: chim cánh cụt cò - * - dâu tây, Y X - * - Z
Quy tắc: * X - - | X X * - - X | * X - | - * - X | Kết quả: blackberry blackberry * - - blackberry, X X * - - X
Quy tắc: + Z * * X Y | * Y Z * X + | X * + Z Y * | + Y X Z * * | Kết quả: + ngựa vằn đại bàng chuột đại bàng * *, + Y X Z * *
Quy tắc: = Z Y X = | Y = X Z | X = Z Y | X = Y Z | Kết quả: kiwi = = táo kiwi, X = Y Z
Quy tắc: - X + Y | X + Y - | X + Y X - | - + Y X | Kết quả: lê kiwi + dưa hấu lê lê kiwi -, X + Y X -
Quy tắc: Z Z * + - | Z * + - | + * Z - | Z * - + | Kết quả: trâu trâu * + -, Z Z * + -
Quy tắc: = - Z X + | X Z - = + | + X Z - Z = | - = X + Z | Kết quả: + chim cánh cụt đào trâu - trâu =, + X Z - Z =
Quy tắc: Y - = | Y = Y - | = - Y | = Y - | Kết quả: đào = đào -, Y = Y -
Quy tắc: = + Z X | X Z + = | X Z = + | + Z = X | Kết quả: rắn hổ mang trâu = +, X Z = +
Quy tắc: Z + = | = Z + | Z = Z + | Z = + | Kết quả: việt quất = việt quất +, Z = Z +
Quy tắc: - Y = X | - X = Y | X Y = - | = X Y - | Kết quả: - táo = con dấu ngựa, - Y = X
Quy tắc: * = X Y + | * X + = Y | + * Y X = | * + X = Y | Kết quả: * + cò ngựa = blackberry, * + X = Y
Quy tắc: * X Z = - | X Z = - * | - * X Z = | Z X - = Z * | Kết quả: quả việt quất ngựa - = ngựa *, Z X - = Z *
Quy tắc: Y * Z * | Z * Z * Y | * * Z Y | Y * * Z | Kết quả: cò * cò * sư tử blackberry, Z * Z * Y
Quy tắc: Y + + X | X Y + + | X Y + | + X + Y | Kết quả: cò hải cẩu chuối + +, X Y + +
Quy tắc: - * Z | * - Z | - * Z | Z - * | Kết quả: - * blueberry cobra blueberry cobra, - * Z Z
Quy tắc: Y * Z + | + Y Z * | Z + * Y | * Y Y + Z | Kết quả: * chim cánh cụt chuối chim cánh cụt chuối+trâu chuột, * Y Y + Z
Quy tắc: Y * * = | * Y * = Y | * Y * = | = Y * * | Kết quả: * chuột blackberry * = chuột blackberry, * Y * = Y
Quy tắc: - Z + Y X | - Z X + Y | X + Z Y - | + Y Z X - | Kết quả: con dấu kiwi + ngựa vằn sư tử việt quất -, X + Z Y -
Quy tắc: - + Y Y | + Y - | + Y - | Y - + | Kết quả: - + con dấu nho con dấu nho, - + Y Y Y
Quy tắc: Z * * Y | Z Y * * | Y * * Z | * * Z Y | Kết quả: cò * * lê, Z * * Y
Quy tắc: X = * Y | Y * = X | * = Y X | = * Y X | Kết quả: chuột blackberry = * cá voi dưa hấu, X = * Y
Quy tắc: X + Y + = | + Y = X + | Y + X = | = X Y + + | Kết quả: nho + trâu + =, X + Y + =
Quy tắc: X Z * Y - + | + * X Y - Z | - * Z Y X + | X Z - Y + * | Kết quả: táo đào sư tử * trâu - +, X Z * Y - +
Quy tắc: = + Z | Z = + Z Z | = + Z | Z = + | Kết quả: lê = + lê, Z = + Z Z
Quy tắc: + Z - Y = | Z - Y + = | Y Z = + - | + - = Z Y | Kết quả: cá mập - cá mập dâu + =, Z - Y + =
Quy tắc: Z + = Y | Y + = Z | Y Z + = | + Z = Y | Kết quả: + rắn hổ mang = trâu, + Z = Y
Quy tắc: = * Z X | * = Z X | Z X * = | * Z X Z = | Kết quả: * cá voi đào cá voi =, * Z X Z =
Quy tắc: X + = | X + X = | + X = | = X + | Kết quả: trâu + trâu =, X + X =
Quy tắc: = = X Z | Z X = = | Z = X = | = Z X = X | Kết quả: = cò chuối sư tử = cò chuối, = Z X = X
Quy tắc: X - X = = X | - = X | - X = | - = X = | Kết quả: chim cánh cụt chuột - chim cánh cụt chuột = = chim cánh cụt chuột, X - X = X
Quy tắc: X + = + | X = + | + + X = | + X = + X | Kết quả: + rắn hổ mang táo = + rắn hổ mang táo, + X = + X
Quy tắc: Z * Y - - | Z * - Y - | * - Y Z | - Y Z - * | Kết quả: nho trâu * - cò chim cánh cụt -, Z * - Y -
Quy tắc: X - X = X - | - - = X | = - X - | X = - | Kết quả: rắn hổ mang dâu đen - rắn hổ mang dâu đen = rắn hổ mang dâu đen -, X - X = X -
Quy tắc: X * Z X - = | = - Z X * | = X * Z - | * = - Z X | Kết quả: đào * dâu đen đào - =, X * Z X - =
Quy tắc: = + + Y Z | + Z Y + = | + Y = Z + | Y + = Z + | Kết quả: + nho ngựa vằn = dưa hấu việt quất +, + Y = Z +
Quy tắc: - X + Y | Y - X Y + | - Y + X | Y + - X | Kết quả: chim cánh cụt - con dấu chim cánh cụt +, Y - X Y +
Quy tắc: Y Z * - | Y Z - * | - * Y Z | Y * - Z | Kết quả: chuối đại bàng nho * -, Y Z * -
Quy tắc: = = Z X | Z = X = | = Z X = | Z = X = | Kết quả: = ngựa vằn việt quất ngựa =, = Z X =
Quy tắc: = X Z + | = X Z + | Z = + Z X | = Z + X | Kết quả: rắn hổ mang dâu = + con dấu rắn hổ mang dâu tây, Z = + Z X
Quy tắc: + Z * | Z + * | + Z Z Z * | Z + * | Kết quả: + chim cánh cụt đào chim cánh cụt đào chim cánh cụt đào đào đào đào *, + Z Z Z *
Quy tắc: Z + X - | Z X + - | Z - + X | + Z - X | Kết quả: chim cánh cụt nho+táo -, Z + X -
Quy tắc: = Z Y + X | = X + Y Z | X Y Z + = | = Z + Y X | Kết quả: = lê + cá mập blackberry kiwi, = Z + Y X
Quy tắc: = X Y = + | = Y X = + | X = = + Y | + Y = X = | Kết quả: + ngựa = đào =, + Y = X =
Quy tắc: * Y Y Z + | Z + * Y | Z +* Y | * Y Z + | Kết quả: * con dấu táo dâu tây +, * Y Y Z +
Quy tắc: + = = Z Y | Z = + Y = | Z Y + = = | = + = Z Y | Kết quả: dưa hấu blackberry cò + = =, Z Y + = =
Quy tắc: Z - = = | - = Z Z | Z = - = | = - Z | Kết quả: - = việt quất việt quất, - = Z Z
Quy tắc: Y * * X | * Y * Y X | * Y * X | Y * X | Kết quả: * ngựa* dưa hấu ngựa, * Y * Y X
Quy tắc: - + Z X | - Z + X | Z + X - | + Z X - | Kết quả: + đại bàng ngựa vằn dưa hấu việt quất -, + Z X -
Quy tắc: - X Y = Y | Y - X = | X = Y - | X Y - = | Kết quả: - dưa hấu cò = dưa hấu, - X Y = Y
Quy tắc: Z X + = + Y | Z X = Y + | + Z X + = Y | Z = Y X + | Kết quả: chuối = lê chuột dâu +, Z = Y X + +
Quy tắc: X * - Z X | - Z * X | X - * Z | - X Z * | Kết quả: con dấu * - con dấu cá mập, X * - Z X
Quy tắc: = Z Z - - Y | - Y Z = - | Y Z - = - | - = Z Y | Kết quả: = chuột ngựa vằn ngựa vằn - - dưa hấu, = Z Z - - Y
Quy tắc: X - * * Z | * - * X Z | Z X * * - | Z * * X - | Kết quả: * - * rắn hổ mang ngựa vằn rắn hổ mang, * - * X Z
Quy tắc: Z Y = - | = Z Y - | = Y Y - Z | Z = Y - | Kết quả: = chim cánh cụt đào đào - cá mập, = Y Y - Z
Quy tắc: * Z - | * Z - Z | - * Z | Z * - | Kết quả: * dưa hấu đào - dưa hấu đào, * Z - Z
Quy tắc: - X = * Z | * - = Z X Z | Z * = - X | Z - = * X | Kết quả: * - = đại bàng ngựa đại bàng trâu cá voi đại bàng ngựa, * - = Z X Z
Quy tắc: X - - Z X | Z - - X | - X Z - | X Z - - | Kết quả: táo nho - - táo nho chuột, X - - Z X
Quy tắc: Z - * X * Y | X * * - Y Z | * X Z Y - * | Y - * X Z * | Kết quả: * cá mập nho chuột cò cá voi - *, * X Z Y - *
Quy tắc: * X Z = = Y | = Y X Z * = | X = Y * = Z | Z = * X Y | Kết quả: * dâu trâu chuột = = hải cẩu táo, * X Z = Y
Quy tắc: + * - Z X | - + Z X * | X * + - Z | X - + * Z | Kết quả: cá voi * + - dâu đen việt quất, X * + - Z
Quy tắc: Z = - X | X = - Z | Z - = X | X Z - = | Kết quả: con dấu cò - = táo, Z - = X
Quy tắc: Z - - = Y | - Y Z - = | Y = - Z - | Y - = - Z | Kết quả: peach - - = eagle, Z - - = Y
Quy tắc: - + Z - Y | + - Y Z - | - Y + Z - | - Y Z + - | Kết quả: - dâu đen việt quất + -, - Y Z + -
Quy tắc: X - Y - Y | X Y - - - - | - - X Y | - Y - X | Kết quả: dâu tây - kiwi - - kiwi, X - Y - Y
Quy tắc: + Z X = - Z | Z - X = + | - X Z + = | Z X - + = | Kết quả: + dâu tây chuối = - dâu tây, + Z X = - Z
Quy tắc: Z * X * | * Z * X | X * * Z | * Z X * | Kết quả: * ngựa* dâu đen, * Z* X
Quy tắc: * Z = X = Y | = = X Y * Z | Y * = Z X | X * = Z = Y | Kết quả: dâu tây cá mập * = = rắn hổ mang dâu chuối, Y * = Z X
Quy tắc: = Y X X = | = Y X = | = X = Y | Y = X = | Kết quả: = ngựa kiwi lê cá voi cá voi lê =, = Y X X =
Quy tắc: + Y + Y * | + + * Y | + Y + * | + Y * + | Kết quả: + cò việt quất + cò việt quất *, + Y + Y *
Quy tắc: X - Z = | X Z Z = - | - = Z X | Z = X - | Kết quả: cò ngựa = -, X Z Z = -
Quy tắc: X + = Y Z | Y Z + X = | = Z X + Y | + Z = X Y | Kết quả: nho dâu đen + cá voi đại bàng =, Y Z + X =
Quy tắc: Z * + | + * Z | + * Z | Z Z + * | Kết quả: chim cánh cụt dưa hấu dưa hấu chim cánh cụt + *, Z Z + *
Quy tắc: * * Y | * Y * | * * Y | Y Y * * | Kết quả: chuối chuối * *, Y Y * *
Quy tắc: X - - Z * | * X - - Z | * - - X Z | - X Z - * | Kết quả: chuột - - chim cánh cụt đào *, X - - Z *
Quy tắc: + Y = | = Y Y + | + = Y | Y + = | Kết quả: = đại bàng đại bàng +, = Y Y +
Quy tắc: + Z Y * | * Y Z + | + Y * Z | + * Z Y | Kết quả: + cá voi cá mập * ngựa vằn, + Y * Z
Quy tắc: - - Z | - Z - Z | - Z | - - Z | Kết quả: - rắn hổ mang - rắn hổ mang, - Z - Z Z
Quy tắc: Z - * Z + | - * + Z | + - Z * | * + - Z | Kết quả: rắn hổ mang - * rắn hổ mang +, Z - * Z +
Quy tắc: = - X X = | X - = | = - = X | = - X | Kết quả: = - ngựa trâu ngựa trâu =, = - X X =
Quy tắc: Z Y + X * | Z + Y X * | Y Z * X + | X * Y + Z | Kết quả: chuối * đại bàng + ngựa vằn, X * Y + Z
Quy tắc: = Y X = | = Y X = | X = Y | = X = Y | Kết quả: con dấu = = cò kiwi, X = Y
Quy tắc: - Z Y = | - Z Y = | - Z Y = | Z = Y Z - | Kết quả: dâu ngựa = táo dưa hấu dâu tây -, Z = Y Z -
Quy tắc: Z = - + | - Z Z + = | Z - + = | + Z = - | Kết quả: - việt quất việt quất + =, - Z Z + =
Quy tắc: Z + * X = | = * X + Z | Z = * Z X + | + X * Z = | Kết quả: quả việt quất = * quả lê việt quất +, Z = * Z X +
Quy tắc: - = Z X | X = Z - | X - = Z | - X = Z | Kết quả: cò - = dâu đen đào, X - = Z
Quy tắc: = X Z + | = X Z + | X = Z + | Z + X X = | Kết quả: chuối ngựa vằn + ngựa ngựa =, Z + X X =
Quy tắc: + = X * | X + = * | X = + * | X + = * X | Kết quả: apple + = * apple, X + = * X
Quy tắc: = X Y - | Y - = X | X = Y - | Y X - = | Kết quả: nho - = ngựa cò, Y - = X
Quy tắc: Z X - - | Z - X - Z | - Z - X | - Z X - | Kết quả: lê dâu đen - lê dâu đen, Z - X - Z
Quy tắc: - - X Y Z | - X Z - Y | X Y - Z | - - X Z Y | Kết quả: - - ngựa vằn đại bàng ngựa vằn rắn hổ mang ngựa vằn, - - X Y Z
Quy tắc: + - Z | + Z - | - + Z Z | - Z + | Kết quả: - + đại bàng đại bàng đại bàng đại bàng, - + Z Z
Quy tắc: = * X Z | Z * X X = | Z X = * | X = Z * | Kết quả: kiwi * đào đào =, Z * X X =
Quy tắc: + = Y Y Y * | * = + Y | = + Y * | = + * Y | Kết quả: + = blackberry blackberry *, + = Y Y Y *
Quy tắc: * Z = - X | * Z = - X | - * = X Z | Z X - = * | Kết quả: * kiwi = - ngựa, * Z = - X
Quy tắc: - Y X - = | - Y = X - | - = X Y - Y | - Y = - X | Kết quả: - = chim cánh cụt trâu việt quất - việt quất, - = X Y - Y
Quy tắc: + + Y Z Y = | + = Y Z + | = Z + Y + | = + Z Y + | Kết quả: + + kiwi kiwi chim cánh cụt kiwi =, + + Y Z Y =
Quy tắc: Z * = Y + | Z = * + Y | Z * Y + Z = | = Y * Z + | Kết quả: apple * eagle + apple =, Z * Y + Z =
Quy tắc: + Z Y - | - Z + Y | Y + Z - | Y - Z + | Kết quả: - cò rắn hổ mang + kiwi ngựa, - Z + Y
Quy tắc: Z X - = Z | Z - X = | X Z - = | - Z X = | Kết quả: cá voi quả việt quất táo - = cá voi, Z X - = Z
Quy tắc: Y + = Z + | = Z + Y + | + Z + = Y | + Y + Z = | Kết quả: + lê + = cò nho, + Z + = Y
Quy tắc: * Y * Z | Z * Y * | * Y Z * | Z * * Y | Kết quả: * con dấu trâu chuột *, * Y Z *
Quy tắc: Y X Z = + | Y X Z = + | = + Y X Z | + X Z Y = | Kết quả: nho dưa hấu dâu trâu = +, Y X Z = +
Quy tắc: Y - - - - | - Y - Y | - - Y | - Y - - | Kết quả: - cò - cò - cò, - Y - Y - Y - Y
Quy tắc: X Z - - | - X - X Z | Z X - - | - Z - X | Kết quả: - việt quất - quả việt quất - dưa hấu chim cánh cụt việt quất, - X - X Z
Quy tắc: + Z Y * | + Z Y * | * Z Y + | * Y + Z Y | Kết quả: * chuột chim cánh cụt + chuột chim cánh cụt lê, * Y + Z Y
Quy tắc: Y X + * - | X Y + X - * | Y X * + - | Y * + - X | Kết quả: rắn hổ mang vằn + rắn hổ mang - *, X Y + X - *
Quy tắc: * X = | X * X = | X * = | X = * | Kết quả: sư tử * sư tử =, X * X =
Quy tắc: + Z Z * = X | + * X = Z | Z X = * + | X Z * + = | Kết quả: + ngựa chuối ngựa chuối * = đại bàng rắn hổ mang, + Z Z * = X
Quy tắc: = - Y = X | = Y = X - | = - Y X = | Y = X - | Kết quả: rắn hổ mang = = lê trâu -, Y = X -
Quy tắc: Z = - * | Z = - Z * | * - = Z | = - Z * | Kết quả: cò lê = - cò lê *, Z = - Z *
Quy tắc: Y Z + - * | + Z Z Y * - | * + Z - Y | * - + Y Z | Kết quả: + kiwi dâu tây kiwi con dấu dâu tây * -, + Z Z Y * -
Quy tắc: Z - = Y | - Y = Z | Z Y = - | Y - Z = | Kết quả: cá voi rắn hổ mang - quả việt quất ngựa =, Y - Z =
Quy tắc: X - Y - | Y X Y - - | Y - X | - Y X - | Kết quả: lê chim cánh cụt rắn hổ mang ngựa vằn chim cánh cụt lê - -, Y X Y - -
Quy tắc: X * + Y + | + Y + * X | * + + X Y | * + + X Y | Kết quả: * + + cá mập blackberry kiwi, * + + X Y
Quy tắc: = Y - X - | Y - - X = | - = Y Y X - | - Y = X - | Kết quả: - = đào việt quất đào cò việt quất -, - = Y Y X -
Quy tắc: * + = X | + X * = | * X = + X X | * X + = | Kết quả: * cò kiwi = + cò kiwi kiwi kiwi, * X = + X X
Quy tắc: + - Y = | + - = Y | = + - Y Y | = - + Y | Kết quả: = + - đại bàng đại bàng đại bàng, = + - Y Y Y
Quy tắc: Z Y * + X + | + Z X * Y + | Y Z + * + X | Y + + Z X * | Kết quả: rắn hổ mang vằn dưa hấu + * + sư tử, Y Z + * + X
Quy tắc: + Z Y = | Z + = Y | Z = + Y Y | + = Z Y | Kết quả: chuối cá voi = + chuột dưa hấu dưa hấu, Z = + Y Y
Quy tắc: + Y * | Y * Y + | * Y + | Y + | Kết quả: đào việt quất * đào việt quất +, Y * Y +
Quy tắc: X + X - - | + X - - | - + X - | - X + - | Kết quả: nho chuột + nho chuột - -, X + X - -
Quy tắc: - X * Y | X - Y * X | * - X Y | Y X - * | Kết quả: chuối - rắn hổ mang * chuối, X - Y * X
Quy tắc: * X = Z | X * Z = | = Z X * | X Z Z * = | Kết quả: chuột lê lê đại bàng * =, X Z Z * =
Quy tắc: * Y = | = Y * | Y * = | = * Y Y | Kết quả: = * cá mập chuột cá mập chuột, = * Y Y
Quy tắc: = Z Y - + Y | Y - + = Z | + Y Z = - | Y = Z + - | Kết quả: = cò ngựa vằn blackberry chim cánh cụt - + chim cánh cụt blackberry, = Z Y - + Y
Quy tắc: * + Y - X Y | * X + Y - | X Y + * - | * - + Y X | Kết quả: * + ngựa - ngựa đào, * + Y - X Y
Quy tắc: X * * - Z | Z * - * X | Z * X - * | * X - Z * | Kết quả: sư tử * cò chuối cò chuối - *, Z * X X - *
Quy tắc: * = X Z | = Z * X | = Z * X | * X Z = | Kết quả: * kiwi việt quất lê =, * X Z =
Quy tắc: + Z X = | Z X + X = | Z X + = | + X = Z | Kết quả: dâu cá voi sư tử + cá voi dâu =, Z X + X =
Quy tắc: X = Y - | = - Y X | = Y X - | X - Y Y = | Kết quả: chim cánh cụt dưa hấu - việt quất việt quất =, X - Y Y =
Quy tắc: + + Y X - | X + + - Y | - X + + Y | + + X Y - | Kết quả: + + cá mập blackberry -, + + Y X -
Quy tắc: + Y * + X | + + Y * X | X Y + * | + X * Y + | Kết quả: + dưa hấu * + cá voi, + Y * + X
Quy tắc: * Y X * - | * Y - X * | - * * Y X | - Y * X * | Kết quả: * dưa hấu đại bàng * -, * Y X * -
Quy tắc: X - Y * * | * X Y - * | Y * * X - | * - Y * X | Kết quả: đại bàng vằn * * đại bàng -, Y * * X -
Quy tắc: - Z X - X | X - - Z | - X Z - | X - - Z | Kết quả: - cá mập voi - cá mập, - Z X - X
Quy tắc: Y + X * | * Y X + | X + Y * | X Y * + | Kết quả: trâu nho * +, X Y * +
Quy tắc: Z = = X | X = X = Z | Z = X | Z = X = | Kết quả: dâu tây = dâu tây = đào, X = X = Z
Quy tắc: = Y * | = * Y | * Y = | * = Y | Kết quả: * rắn hổ mang lê lê =, * Y Y =
Quy tắc: * Y = | * = Y | = * Y | = Y Y * | Kết quả: = chuột đào đào *, = Y Y *
Quy tắc: Y = + * | = Y + * | = * Y + | * = Y + Y | Kết quả: * = chuối + chuối, * = Y + Y
Quy tắc: - Z + | Z + - | + - Z | Z - + Z | Kết quả: lê dâu tây - + lê dâu tây, Z - + Z
Quy tắc: - Y * Z | Y * - Z Y | Z Y - * | Z Y * - | Kết quả: chim cánh cụt * - chim cánh cụt kiwi cò, Y * - Z Y
Quy tắc: - Y Z X = + | Y X Z = + - | = - Z Y X + | Y Z X + - = | Kết quả: táo trâu cá mập việt quất nho = + -, Y X Z = + -
Quy tắc: Z - X * * | * X Z * X - | - * Z X * | Z - X * * | Kết quả: * cò blackberry ngựa kiwi * cò blackberry -, * X Z * X -
Quy tắc: * - Z Y Z | Y * - Z | Z * Y - | - Y Z * | Kết quả: * - chuối ngựa vằn cá voi ngựa vằn chuối ngựa vằn, * - Z Y Z
Quy tắc: Y X* Z - * | Z Y - * X | X * * Y Z - | * Y Z - X * | Kết quả: * chim cánh cụt sư tử rắn hổ mang - chuối *, * Y Z - X *
Quy tắc: + Z = Z | Z + = | + = Z | Z = + | Kết quả: + ngựa vằn lê = ngựa vằn lê, + Z = Z
Quy tắc: X - Z * * | * Z - Z X * | * Z X - * | * X - * Z | Kết quả: * dâu tây - dâu tây*, * Z - Z X *
Quy tắc: - - Y Z + | - Y Z + - | Z + - Y | - Z + - Y | Kết quả: - kiwi + - rắn hổ mang, - Z + - Y
Quy tắc: + + Y * | * + Y + | + Y * + Y | + * + Y | Kết quả: + kiwi đào * + kiwi đào, + Y * + Y
Quy tắc: Z Y Y * - - | Y - - Z * | - * - Z Y | * - - Z Y | Kết quả: cá mập chuột chuột dâu tây * -, Z Y Y * - -
Quy tắc: X X * - | - * X | * - X | * - X | Kết quả: táo táo * -, X X * -
Quy tắc: - X = | - = X | = X - | X X = - | Kết quả: chuột chuột = -, X X = -
Quy tắc: Y X - = X | = - Y X | - Y = X | - X Y = | Kết quả: cò lê - = cò, Y X - = X
Quy tắc: + - Y * Z X | Z X + Y - * | * + Z - Y X | * + X - Y Z | Kết quả: + - trâu * ngựa chuối táo lê, + - Y * Z X
Quy tắc: X + Y = | = Y + X | Y = + X | + Y = X | Kết quả: ngựa vằn = + chuột chuối, Y = + X
Quy tắc: + + Z X Y | + + Y Z X | + Z Y X + | + + X Z Y | Kết quả: + + ngựa vằn dâu tây nho sư tử nho đào, + Y Z X
