source,target
"Rules: * Y - * X Z | Substitutions: X by "" shark "" , Y by "" stork "" , Z by "" stork """,* stork - * shark stork
"Rules: + - X Z | Substitutions: X by "" strawberry pear "" , Z by "" seal """,+ - strawberry pear seal
"Rules: Z * * - X X | Substitutions: X by "" eagle grape "" , Z by "" rat seal """,rat seal * * - eagle grape eagle grape
"Rules: - Y Y = X | Substitutions: X by "" peach seal "" , Y by "" watermelon penguin """,- watermelon penguin watermelon penguin = peach seal
"Rules: X Y Y * + | Substitutions: X by "" penguin kiwi "" , Y by "" buffalo """,penguin kiwi buffalo buffalo * +
"Rules: Y * + Y X = | Substitutions: X by "" pear "" , Y by "" blackberry penguin """,blackberry penguin * + blackberry penguin pear =
"Rules: + + X * X | Substitutions: X by "" seal penguin """,+ + seal penguin * seal penguin
"Rules: * - * Z Z X | Substitutions: X by "" rat "" , Z by "" eagle stork """,* - * eagle stork eagle stork rat
"Rules: + + Y Z - | Substitutions: Y by "" pear "" , Z by "" cobra whale """,+ + pear cobra whale -
"Rules: X Y - * | Substitutions: X by "" blackberry "" , Y by "" watermelon blueberry """,blackberry watermelon blueberry - *
"Rules: - Y + Z + Z | Substitutions: Y by "" zebra whale "" , Z by "" strawberry """,- zebra whale + strawberry + strawberry
"Rules: X = Z - Y | Substitutions: X by "" lion eagle "" , Y by "" eagle strawberry "" , Z by "" stork pear """,lion eagle = stork pear - eagle strawberry
"Rules: = Y Z + Y | Substitutions: Y by "" banana "" , Z by "" pear lion """,= banana pear lion + banana
"Rules: Z Y = - | Substitutions: Y by "" pear stork "" , Z by "" blackberry shark """,blackberry shark pear stork = -
"Rules: * Y Z + + | Substitutions: Y by "" penguin whale "" , Z by "" shark """,* penguin whale shark + +
"Rules: - Z Y = | Substitutions: Y by "" apple "" , Z by "" buffalo """,- buffalo apple =
"Rules: X Y - * | Substitutions: X by "" rat "" , Y by "" apple """,rat apple - *
"Rules: + - Y Z Y | Substitutions: Y by "" seal seal "" , Z by "" stork whale """,+ - seal seal stork whale seal seal
"Rules: Y Y * Z * | Substitutions: Y by "" zebra "" , Z by "" seal """,zebra zebra * seal *
"Rules: * Y X Y = + | Substitutions: X by "" shark seal "" , Y by "" banana """,* banana shark seal banana = +
"Rules: Z - + Y | Substitutions: Y by "" watermelon "" , Z by "" banana """,banana - + watermelon
"Rules: X Z + * | Substitutions: X by "" penguin horse "" , Z by "" kiwi """,penguin horse kiwi + *
"Rules: Z = * X - | Substitutions: X by "" kiwi "" , Z by "" whale """,whale = * kiwi -
"Rules: = Y * Y Z - | Substitutions: Y by "" blueberry "" , Z by "" lion pear """,= blueberry * blueberry lion pear -
"Rules: = - X Z | Substitutions: X by "" penguin lion "" , Z by "" seal """,= - penguin lion seal
"Rules: X + X - + | Substitutions: X by "" watermelon """,watermelon + watermelon - +
"Rules: * Z Y = X | Substitutions: X by "" eagle stork "" , Y by "" kiwi stork "" , Z by "" banana """,* banana kiwi stork = eagle stork
"Rules: Z Y = X + | Substitutions: X by "" grape "" , Y by "" zebra "" , Z by "" seal """,seal zebra = grape +
"Rules: = Z Y - Y | Substitutions: Y by "" zebra cobra "" , Z by "" banana peach """,= banana peach zebra cobra - zebra cobra
"Rules: * * + Z Y | Substitutions: Y by "" blueberry penguin "" , Z by "" seal """,* * + seal blueberry penguin
"Rules: X X - Z = | Substitutions: X by "" strawberry "" , Z by "" apple """,strawberry strawberry - apple =
"Rules: Z X X * + | Substitutions: X by "" pear blackberry "" , Z by "" banana penguin """,banana penguin pear blackberry pear blackberry * +
"Rules: Y Y - + | Substitutions: Y by "" shark """,shark shark - +
"Rules: Z + * Z | Substitutions: Z by "" peach """,peach + * peach
"Rules: - * X Z | Substitutions: X by "" whale lion "" , Z by "" zebra grape """,- * whale lion zebra grape
"Rules: + X Y + | Substitutions: X by "" apple "" , Y by "" strawberry """,+ apple strawberry +
"Rules: * X Y = + | Substitutions: X by "" banana "" , Y by "" stork stork """,* banana stork stork = +
"Rules: * X = X Z | Substitutions: X by "" banana grape "" , Z by "" penguin pear """,* banana grape = banana grape penguin pear
"Rules: X - Z = X - | Substitutions: X by "" horse "" , Z by "" cobra buffalo """,horse - cobra buffalo = horse -
"Rules: X * X * X | Substitutions: X by "" shark watermelon """,shark watermelon * shark watermelon * shark watermelon
"Rules: Z Z - * | Substitutions: Z by "" apple """,apple apple - *
"Rules: - Y + Y Z | Substitutions: Y by "" shark eagle "" , Z by "" cobra zebra """,- shark eagle + shark eagle cobra zebra
"Rules: - = Z * X | Substitutions: X by "" grape "" , Z by "" kiwi seal """,- = kiwi seal * grape
"Rules: * X * X Z | Substitutions: X by "" apple rat "" , Z by "" buffalo """,* apple rat * apple rat buffalo
"Rules: = Y X = - Z | Substitutions: X by "" watermelon shark "" , Y by "" kiwi "" , Z by "" buffalo stork """,= kiwi watermelon shark = - buffalo stork
"Rules: + + X Y Z * | Substitutions: X by "" pear lion "" , Y by "" grape "" , Z by "" peach """,+ + pear lion grape peach *
"Rules: Z X + Y - | Substitutions: X by "" shark "" , Y by "" seal "" , Z by "" eagle """,eagle shark + seal -
"Rules: = + Y Y | Substitutions: Y by "" cobra peach """,= + cobra peach cobra peach
"Rules: * Z * Y = Y | Substitutions: Y by "" lion "" , Z by "" strawberry lion """,* strawberry lion * lion = lion
"Rules: X - - X = | Substitutions: X by "" zebra """,zebra - - zebra =
"Rules: Y Z - + | Substitutions: Y by "" grape "" , Z by "" grape """,grape grape - +
"Rules: + Z - Z Z | Substitutions: Z by "" shark pear """,+ shark pear - shark pear shark pear
"Rules: - * Z - Z | Substitutions: Z by "" seal kiwi """,- * seal kiwi - seal kiwi
"Rules: - + - X X | Substitutions: X by "" zebra lion """,- + - zebra lion zebra lion
"Rules: Z + - Z Z | Substitutions: Z by "" shark """,shark + - shark shark
"Rules: + - X Z | Substitutions: X by "" penguin pear "" , Z by "" strawberry blueberry """,+ - penguin pear strawberry blueberry
"Rules: Y = = + Z | Substitutions: Y by "" stork "" , Z by "" watermelon eagle """,stork = = + watermelon eagle
"Rules: * Z Z = Y = | Substitutions: Y by "" seal "" , Z by "" penguin """,* penguin penguin = seal =
"Rules: X - = Y | Substitutions: X by "" whale "" , Y by "" zebra """,whale - = zebra
"Rules: + Z + Y | Substitutions: Y by "" shark "" , Z by "" kiwi """,+ kiwi + shark
"Rules: * Y Y - Y + | Substitutions: Y by "" zebra """,* zebra zebra - zebra +
"Rules: * + Z Y X | Substitutions: X by "" whale blackberry "" , Y by "" watermelon eagle "" , Z by "" shark banana """,* + shark banana watermelon eagle whale blackberry
"Rules: + X = X | Substitutions: X by "" penguin eagle """,+ penguin eagle = penguin eagle
"Rules: Y Z = * | Substitutions: Y by "" penguin peach "" , Z by "" grape stork """,penguin peach grape stork = *
"Rules: * * Z = X | Substitutions: X by "" apple "" , Z by "" seal """,* * seal = apple
"Rules: X Z * - X | Substitutions: X by "" eagle "" , Z by "" stork pear """,eagle stork pear * - eagle
"Rules: Y Z = X - + | Substitutions: X by "" apple seal "" , Y by "" peach horse "" , Z by "" shark """,peach horse shark = apple seal - +
"Rules: X X * + | Substitutions: X by "" zebra buffalo """,zebra buffalo zebra buffalo * +
"Rules: Y = * = Y X | Substitutions: X by "" horse whale "" , Y by "" pear """,pear = * = pear horse whale
"Rules: Y = Z * * | Substitutions: Y by "" watermelon "" , Z by "" banana kiwi """,watermelon = banana kiwi * *
"Rules: * = Y + X Y | Substitutions: X by "" stork eagle "" , Y by "" stork horse """,* = stork horse + stork eagle stork horse
"Rules: Y X + * = | Substitutions: X by "" zebra "" , Y by "" strawberry shark """,strawberry shark zebra + * =
"Rules: + * - Z X | Substitutions: X by "" whale banana "" , Z by "" blackberry """,+ * - blackberry whale banana
"Rules: Z - Y Z = | Substitutions: Y by "" watermelon "" , Z by "" kiwi buffalo """,kiwi buffalo - watermelon kiwi buffalo =
"Rules: = X Z - + Z | Substitutions: X by "" strawberry shark "" , Z by "" buffalo penguin """,= strawberry shark buffalo penguin - + buffalo penguin
"Rules: + * X = Z | Substitutions: X by "" stork "" , Z by "" apple zebra """,+ * stork = apple zebra
"Rules: X - Y X = * | Substitutions: X by "" banana blackberry "" , Y by "" blackberry shark """,banana blackberry - blackberry shark banana blackberry = *
"Rules: Y Z - + X + | Substitutions: X by "" blueberry rat "" , Y by "" peach "" , Z by "" whale """,peach whale - + blueberry rat +
"Rules: Y + = X - | Substitutions: X by "" strawberry kiwi "" , Y by "" apple watermelon """,apple watermelon + = strawberry kiwi -
"Rules: + Z + Z Z | Substitutions: Z by "" watermelon apple """,+ watermelon apple + watermelon apple watermelon apple
"Rules: - - Y X * | Substitutions: X by "" shark horse "" , Y by "" kiwi blackberry """,- - kiwi blackberry shark horse *
"Rules: Y X * Z - | Substitutions: X by "" pear "" , Y by "" banana "" , Z by "" stork """,banana pear * stork -
"Rules: Y * = Y | Substitutions: Y by "" blackberry horse """,blackberry horse * = blackberry horse
"Rules: Y = Z = | Substitutions: Y by "" rat apple "" , Z by "" eagle horse """,rat apple = eagle horse =
"Rules: = * Y Z Y | Substitutions: Y by "" watermelon whale "" , Z by "" pear """,= * watermelon whale pear watermelon whale
"Rules: * Z - Y | Substitutions: Y by "" lion "" , Z by "" penguin """,* penguin - lion
"Rules: = Z * X | Substitutions: X by "" peach banana "" , Z by "" cobra whale """,= cobra whale * peach banana
"Rules: * - X Z | Substitutions: X by "" seal peach "" , Z by "" blueberry """,* - seal peach blueberry
"Rules: + Z = X * | Substitutions: X by "" buffalo "" , Z by "" horse pear """,+ horse pear = buffalo *
"Rules: Y = X + | Substitutions: X by "" whale horse "" , Y by "" kiwi """,kiwi = whale horse +
"Rules: * * X X | Substitutions: X by "" eagle watermelon """,* * eagle watermelon eagle watermelon
"Rules: Y * + - Y | Substitutions: Y by "" rat """,rat * + - rat
"Rules: X - * X | Substitutions: X by "" lion shark """,lion shark - * lion shark
"Rules: Z Y = * | Substitutions: Y by "" blueberry "" , Z by "" penguin lion """,penguin lion blueberry = *
"Rules: + Z + Y | Substitutions: Y by "" kiwi shark "" , Z by "" seal rat """,+ seal rat + kiwi shark
"Rules: X + Y - X - | Substitutions: X by "" strawberry pear "" , Y by "" eagle penguin """,strawberry pear + eagle penguin - strawberry pear -
"Rules: Z X + + Z | Substitutions: X by "" zebra "" , Z by "" pear kiwi """,pear kiwi zebra + + pear kiwi
"Rules: Y X + Z + = | Substitutions: X by "" apple "" , Y by "" peach watermelon "" , Z by "" watermelon """,peach watermelon apple + watermelon + =
"Rules: X Y * = + Z | Substitutions: X by "" blackberry seal "" , Y by "" rat zebra "" , Z by "" apple blueberry """,blackberry seal rat zebra * = + apple blueberry
"Rules: Y X * Y + | Substitutions: X by "" peach "" , Y by "" pear whale """,pear whale peach * pear whale +
"Rules: * + Z * Z | Substitutions: Z by "" eagle """,* + eagle * eagle
"Rules: - - - X Z Z | Substitutions: X by "" grape "" , Z by "" blackberry eagle """,- - - grape blackberry eagle blackberry eagle
"Rules: X Y + = - Z | Substitutions: X by "" kiwi "" , Y by "" whale shark "" , Z by "" blueberry watermelon """,kiwi whale shark + = - blueberry watermelon
"Rules: Y Y * * * | Substitutions: Y by "" rat """,rat rat * * *
"Rules: Y Y Z = + | Substitutions: Y by "" penguin strawberry "" , Z by "" apple stork """,penguin strawberry penguin strawberry apple stork = +
"Rules: - Z = + Y | Substitutions: Y by "" apple buffalo "" , Z by "" apple horse """,- apple horse = + apple buffalo
"Rules: + X Y - | Substitutions: X by "" eagle "" , Y by "" kiwi blackberry """,+ eagle kiwi blackberry -
"Rules: X - - Y | Substitutions: X by "" watermelon "" , Y by "" eagle """,watermelon - - eagle
"Rules: Z + Z Y - | Substitutions: Y by "" pear pear "" , Z by "" rat """,rat + rat pear pear -
"Rules: Y Z - Y - | Substitutions: Y by "" lion rat "" , Z by "" strawberry """,lion rat strawberry - lion rat -
"Rules: X * = X | Substitutions: X by "" strawberry """,strawberry * = strawberry
"Rules: + Z Y + + | Substitutions: Y by "" kiwi cobra "" , Z by "" stork """,+ stork kiwi cobra + +
"Rules: = Y X - Y | Substitutions: X by "" apple "" , Y by "" banana """,= banana apple - banana
"Rules: = = X * X | Substitutions: X by "" pear cobra """,= = pear cobra * pear cobra
"Rules: Z Z + = - | Substitutions: Z by "" apple """,apple apple + = -
"Rules: X + + X X | Substitutions: X by "" penguin grape """,penguin grape + + penguin grape penguin grape
"Rules: + Y - Y X - | Substitutions: X by "" whale "" , Y by "" buffalo strawberry """,+ buffalo strawberry - buffalo strawberry whale -
"Rules: * X + Z - | Substitutions: X by "" horse "" , Z by "" seal """,* horse + seal -
"Rules: = + Y X X | Substitutions: X by "" stork lion "" , Y by "" kiwi """,= + kiwi stork lion stork lion
"Rules: * Y * Y * | Substitutions: Y by "" stork """,* stork * stork *
"Rules: Z + X - | Substitutions: X by "" banana "" , Z by "" watermelon """,watermelon + banana -
"Rules: - Y - X | Substitutions: X by "" pear "" , Y by "" peach """,- peach - pear
"Rules: * Y = X - | Substitutions: X by "" grape "" , Y by "" zebra eagle """,* zebra eagle = grape -
"Rules: Z + X = - | Substitutions: X by "" eagle rat "" , Z by "" pear banana """,pear banana + eagle rat = -
"Rules: - X Y * Y | Substitutions: X by "" whale pear "" , Y by "" seal pear """,- whale pear seal pear * seal pear
"Rules: X X Y = + | Substitutions: X by "" zebra eagle "" , Y by "" whale buffalo """,zebra eagle zebra eagle whale buffalo = +
"Rules: Z - * X X | Substitutions: X by "" cobra pear "" , Z by "" eagle """,eagle - * cobra pear cobra pear
"Rules: + = Y Y X | Substitutions: X by "" blackberry "" , Y by "" blackberry watermelon """,+ = blackberry watermelon blackberry watermelon blackberry
"Rules: * = Y X * X | Substitutions: X by "" cobra "" , Y by "" lion banana """,* = lion banana cobra * cobra
"Rules: = = Z * Y Z | Substitutions: Y by "" kiwi whale "" , Z by "" pear rat """,= = pear rat * kiwi whale pear rat
"Rules: Y + X Z + = | Substitutions: X by "" banana "" , Y by "" blackberry "" , Z by "" shark whale """,blackberry + banana shark whale + =
"Rules: + Y Y X * | Substitutions: X by "" stork "" , Y by "" watermelon pear """,+ watermelon pear watermelon pear stork *
"Rules: Y + = X * | Substitutions: X by "" blueberry eagle "" , Y by "" whale pear """,whale pear + = blueberry eagle *
"Rules: X X * X + = | Substitutions: X by "" blackberry eagle """,blackberry eagle blackberry eagle * blackberry eagle + =
"Rules: = Z * Y = | Substitutions: Y by "" zebra "" , Z by "" whale """,= whale * zebra =
"Rules: - X + Y Z | Substitutions: X by "" seal "" , Y by "" blueberry stork "" , Z by "" stork """,- seal + blueberry stork stork
"Rules: - + X X | Substitutions: X by "" zebra """,- + zebra zebra
"Rules: + + * Z Y | Substitutions: Y by "" eagle blueberry "" , Z by "" whale """,+ + * whale eagle blueberry
"Rules: Y Z - Y = | Substitutions: Y by "" penguin banana "" , Z by "" eagle zebra """,penguin banana eagle zebra - penguin banana =
"Rules: X X + * | Substitutions: X by "" stork """,stork stork + *
"Rules: Z Z * * * | Substitutions: Z by "" apple whale """,apple whale apple whale * * *
"Rules: Z * Z - | Substitutions: Z by "" cobra lion """,cobra lion * cobra lion -
"Rules: Y Y - = + | Substitutions: Y by "" penguin """,penguin penguin - = +
"Rules: - + Z Y X | Substitutions: X by "" peach "" , Y by "" horse "" , Z by "" lion """,- + lion horse peach
"Rules: = Y - Y | Substitutions: Y by "" pear stork """,= pear stork - pear stork
"Rules: - = Y Z + | Substitutions: Y by "" stork "" , Z by "" rat watermelon """,- = stork rat watermelon +
"Rules: * Z - Z | Substitutions: Z by "" pear """,* pear - pear
"Rules: * Z * - Z | Substitutions: Z by "" buffalo """,* buffalo * - buffalo
"Rules: Z + + Z = | Substitutions: Z by "" eagle watermelon """,eagle watermelon + + eagle watermelon =
"Rules: = Z - Z | Substitutions: Z by "" blueberry """,= blueberry - blueberry
"Rules: Y - * Z + Y | Substitutions: Y by "" zebra "" , Z by "" shark banana """,zebra - * shark banana + zebra
"Rules: X Y * = Y | Substitutions: X by "" pear peach "" , Y by "" rat """,pear peach rat * = rat
"Rules: = X Z Z * | Substitutions: X by "" blueberry "" , Z by "" horse kiwi """,= blueberry horse kiwi horse kiwi *
"Rules: * * Y + Z Z | Substitutions: Y by "" penguin blackberry "" , Z by "" horse """,* * penguin blackberry + horse horse
"Rules: = + - X Z | Substitutions: X by "" blackberry seal "" , Z by "" lion lion """,= + - blackberry seal lion lion
"Rules: - Y Z * * | Substitutions: Y by "" cobra "" , Z by "" blueberry """,- cobra blueberry * *
"Rules: X - X = X | Substitutions: X by "" seal """,seal - seal = seal
